batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year
손아섭,19.0,4.0,6.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007
손아섭,20.0,80.0,250.0,218.0,31.0,66.0,11.0,1.0,3.0,88.0,17.0,2.0,3.0,28.0,2.0,0.0,35.0,4.0,2.0,0.0,2008
손아섭,21.0,34.0,96.0,86.0,11.0,16.0,4.0,0.0,3.0,29.0,4.0,1.0,1.0,9.0,0.0,0.0,16.0,3.0,1.0,0.0,2009
손아섭,22.0,121.0,487.0,422.0,85.0,129.0,23.0,0.0,11.0,185.0,47.0,6.0,2.0,50.0,1.0,0.0,82.0,2.0,9.0,5.0,2010
손아섭,23.0,116.0,492.0,442.0,79.0,144.0,25.0,5.0,15.0,224.0,83.0,13.0,4.0,43.0,2.0,1.0,80.0,6.0,1.0,4.0,2011
손아섭,24.0,132.0,556.0,503.0,61.0,158.0,26.0,0.0,5.0,199.0,58.0,10.0,5.0,41.0,6.0,4.0,79.0,7.0,2.0,4.0,2012
손아섭,25.0,128.0,568.0,498.0,83.0,172.0,23.0,4.0,11.0,236.0,69.0,36.0,7.0,64.0,3.0,6.0,88.0,9.0,0.0,3.0,2013
손아섭,26.0,122.0,570.0,483.0,105.0,175.0,25.0,3.0,18.0,260.0,80.0,10.0,3.0,80.0,5.0,7.0,78.0,7.0,0.0,2.0,2014
손아섭,27.0,116.0,517.0,445.0,86.0,141.0,28.0,1.0,13.0,210.0,54.0,11.0,6.0,68.0,1.0,3.0,96.0,6.0,0.0,3.0,2015
손아섭,28.0,144.0,672.0,575.0,118.0,186.0,33.0,1.0,16.0,269.0,81.0,42.0,4.0,92.0,3.0,1.0,104.0,4.0,0.0,2.0,2016
손아섭,29.0,144.0,667.0,576.0,113.0,193.0,35.0,4.0,20.0,296.0,80.0,25.0,8.0,83.0,4.0,8.0,96.0,7.0,1.0,3.0,2017
손아섭,30.0,141.0,625.0,553.0,109.0,182.0,32.0,5.0,26.0,302.0,93.0,20.0,3.0,68.0,2.0,1.0,99.0,15.0,1.0,1.0,2018
손아섭,31.0,134.0,568.0,512.0,78.0,151.0,22.0,1.0,10.0,205.0,63.0,12.0,8.0,52.0,1.0,1.0,92.0,6.0,1.0,2.0,2019
허일,19.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2011
허일,26.0,9.0,15.0,14.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2018
허일,27.0,71.0,162.0,149.0,14.0,38.0,4.0,0.0,1.0,45.0,17.0,2.0,1.0,12.0,1.0,0.0,28.0,1.0,0.0,0.0,2019
조홍석,23.0,30.0,79.0,64.0,5.0,16.0,6.0,1.0,0.0,24.0,4.0,2.0,3.0,8.0,4.0,0.0,24.0,0.0,3.0,0.0,2013
조홍석,24.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014
조홍석,25.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
조홍석,28.0,39.0,71.0,62.0,14.0,14.0,1.0,0.0,0.0,15.0,1.0,0.0,2.0,6.0,2.0,0.0,13.0,2.0,1.0,0.0,2018
조홍석,29.0,42.0,66.0,61.0,8.0,7.0,2.0,1.0,0.0,11.0,5.0,1.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,1.0,2019
정준혁,25.0,6.0,11.0,11.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2019
김재유,23.0,18.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2015
김재유,24.0,21.0,30.0,27.0,8.0,4.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,2016
김재유,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
강동관,20.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
강동관,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
나원탁,23.0,12.0,23.0,23.0,2.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2017
나원탁,24.0,20.0,24.0,24.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2018
박진,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2019
조성환,23.0,25.0,13.0,10.0,6.0,4.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1999
조성환,24.0,57.0,106.0,93.0,15.0,21.0,3.0,0.0,1.0,27.0,4.0,5.0,1.0,9.0,2.0,0.0,17.0,0.0,1.0,1.0,2000
조성환,25.0,88.0,112.0,92.0,23.0,18.0,4.0,2.0,0.0,26.0,14.0,6.0,0.0,10.0,3.0,0.0,16.0,3.0,7.0,0.0,2001
조성환,26.0,104.0,293.0,255.0,38.0,60.0,14.0,0.0,0.0,74.0,21.0,10.0,5.0,18.0,7.0,0.0,42.0,2.0,10.0,3.0,2002
조성환,27.0,129.0,543.0,486.0,73.0,149.0,25.0,2.0,6.0,196.0,38.0,23.0,11.0,37.0,12.0,3.0,57.0,5.0,7.0,1.0,2003
조성환,28.0,19.0,87.0,70.0,6.0,18.0,4.0,0.0,0.0,22.0,1.0,3.0,0.0,8.0,4.0,1.0,16.0,1.0,5.0,0.0,2004
조성환,32.0,123.0,525.0,462.0,79.0,151.0,27.0,3.0,10.0,214.0,81.0,31.0,3.0,37.0,11.0,0.0,81.0,6.0,4.0,11.0,2008
조성환,33.0,76.0,294.0,269.0,35.0,79.0,19.0,0.0,8.0,122.0,36.0,13.0,2.0,19.0,2.0,0.0,33.0,7.0,1.0,3.0,2009
조성환,34.0,111.0,458.0,414.0,83.0,139.0,31.0,0.0,8.0,194.0,52.0,8.0,2.0,35.0,4.0,1.0,58.0,8.0,2.0,3.0,2010
조성환,35.0,117.0,459.0,407.0,45.0,99.0,19.0,0.0,6.0,136.0,36.0,9.0,6.0,37.0,3.0,1.0,87.0,11.0,10.0,2.0,2011
조성환,36.0,103.0,390.0,345.0,40.0,96.0,14.0,0.0,3.0,119.0,33.0,5.0,2.0,28.0,1.0,0.0,58.0,7.0,14.0,2.0,2012
조성환,37.0,74.0,194.0,167.0,15.0,40.0,6.0,0.0,1.0,49.0,12.0,3.0,1.0,17.0,2.0,0.0,23.0,0.0,5.0,3.0,2013
조성환,38.0,6.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2014
김진수,19.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1998
김진수,22.0,22.0,21.0,19.0,3.0,4.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2001
김진수,27.0,17.0,21.0,18.0,2.0,5.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2006
김진수,28.0,45.0,46.0,45.0,1.0,7.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2007
김진수,29.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008
김진수,30.0,30.0,36.0,31.0,3.0,8.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,1.0,0.0,2009
심재원,30.0,68.0,201.0,182.0,19.0,41.0,4.0,0.0,3.0,54.0,13.0,3.0,1.0,12.0,4.0,0.0,22.0,2.0,2.0,1.0,1990
심재원,31.0,70.0,212.0,188.0,19.0,47.0,10.0,1.0,0.0,59.0,19.0,6.0,3.0,11.0,1.0,0.0,19.0,4.0,8.0,3.0,1991
이승재,23.0,38.0,36.0,34.0,2.0,6.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,2006
이승재,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
이승재,31.0,12.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014
전종화,22.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
전종화,24.0,5.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1991
전종화,25.0,9.0,21.0,19.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1992
전종화,26.0,46.0,80.0,73.0,9.0,17.0,3.0,1.0,1.0,25.0,9.0,3.0,0.0,3.0,2.0,0.0,16.0,1.0,1.0,1.0,1993
전종화,27.0,88.0,215.0,181.0,22.0,41.0,8.0,1.0,3.0,60.0,22.0,1.0,1.0,20.0,3.0,0.0,34.0,2.0,10.0,1.0,1994
전종화,28.0,69.0,118.0,110.0,9.0,22.0,2.0,0.0,4.0,36.0,10.0,2.0,2.0,6.0,0.0,0.0,23.0,1.0,1.0,1.0,1995
전종화,29.0,49.0,91.0,80.0,6.0,15.0,2.0,0.0,3.0,26.0,10.0,1.0,0.0,8.0,1.0,0.0,22.0,3.0,1.0,1.0,1996
전종화,30.0,41.0,18.0,18.0,1.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1997
차동열,26.0,68.0,232.0,207.0,22.0,52.0,8.0,0.0,2.0,66.0,19.0,7.0,3.0,19.0,2.0,0.0,34.0,3.0,3.0,1.0,1991
김승관,19.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1995
김승관,20.0,23.0,75.0,68.0,7.0,19.0,11.0,0.0,0.0,30.0,10.0,0.0,1.0,6.0,0.0,0.0,9.0,3.0,1.0,0.0,1996
김승관,21.0,17.0,19.0,17.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1997
김승관,22.0,6.0,10.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1998
김승관,23.0,20.0,25.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1999
김승관,25.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2001
김승관,26.0,12.0,12.0,11.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2002
김승관,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
김승관,28.0,59.0,145.0,126.0,13.0,28.0,4.0,0.0,2.0,38.0,14.0,0.0,1.0,13.0,1.0,0.0,31.0,5.0,2.0,3.0,2004
김승관,29.0,14.0,19.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2005
김승관,30.0,50.0,86.0,70.0,10.0,20.0,5.0,0.0,1.0,28.0,8.0,0.0,0.0,13.0,1.0,0.0,14.0,0.0,1.0,1.0,2006
김승관,31.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2007
문규현,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
문규현,20.0,17.0,44.0,40.0,5.0,8.0,5.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,1.0,0.0,2003
문규현,21.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2004
문규현,24.0,25.0,19.0,18.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2007
문규현,26.0,11.0,18.0,18.0,2.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2009
문규현,27.0,80.0,201.0,173.0,18.0,41.0,8.0,0.0,3.0,58.0,16.0,2.0,1.0,15.0,4.0,1.0,40.0,3.0,6.0,3.0,2010
문규현,28.0,125.0,379.0,327.0,40.0,79.0,13.0,3.0,2.0,104.0,39.0,5.0,2.0,28.0,7.0,0.0,60.0,4.0,14.0,3.0,2011
문규현,29.0,105.0,277.0,244.0,17.0,50.0,10.0,0.0,0.0,60.0,17.0,0.0,2.0,13.0,4.0,0.0,50.0,3.0,14.0,2.0,2012
문규현,30.0,79.0,116.0,101.0,10.0,24.0,2.0,0.0,0.0,26.0,6.0,2.0,0.0,11.0,0.0,0.0,23.0,1.0,2.0,2.0,2013
문규현,31.0,77.0,275.0,235.0,33.0,66.0,16.0,0.0,2.0,88.0,27.0,5.0,2.0,26.0,0.0,0.0,30.0,7.0,12.0,2.0,2014
문규현,32.0,105.0,298.0,265.0,24.0,65.0,12.0,1.0,2.0,85.0,25.0,4.0,2.0,14.0,1.0,0.0,39.0,6.0,15.0,3.0,2015
문규현,33.0,120.0,368.0,316.0,38.0,86.0,10.0,0.0,4.0,108.0,40.0,2.0,3.0,29.0,1.0,0.0,39.0,10.0,19.0,2.0,2016
문규현,34.0,110.0,337.0,304.0,38.0,82.0,15.0,2.0,6.0,119.0,42.0,2.0,1.0,10.0,2.0,1.0,42.0,10.0,18.0,3.0,2017
문규현,35.0,122.0,349.0,316.0,42.0,87.0,19.0,1.0,6.0,126.0,41.0,3.0,1.0,18.0,0.0,0.0,45.0,9.0,9.0,6.0,2018
문규현,36.0,40.0,72.0,64.0,7.0,16.0,2.0,0.0,0.0,18.0,10.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0,2.0,3.0,2019
박계원,22.0,121.0,393.0,338.0,48.0,82.0,15.0,5.0,6.0,125.0,47.0,6.0,2.0,36.0,5.0,0.0,44.0,11.0,10.0,4.0,1992
박계원,23.0,126.0,461.0,410.0,44.0,108.0,15.0,2.0,3.0,136.0,43.0,17.0,10.0,28.0,7.0,1.0,53.0,6.0,9.0,7.0,1993
박계원,24.0,67.0,249.0,223.0,24.0,58.0,8.0,2.0,1.0,73.0,22.0,9.0,6.0,19.0,3.0,0.0,30.0,8.0,3.0,1.0,1994
박계원,27.0,51.0,114.0,101.0,9.0,22.0,4.0,0.0,0.0,26.0,8.0,2.0,3.0,8.0,3.0,0.0,24.0,0.0,1.0,1.0,1997
박계원,28.0,68.0,163.0,151.0,10.0,33.0,6.0,0.0,1.0,42.0,15.0,3.0,2.0,9.0,1.0,0.0,29.0,3.0,2.0,0.0,1998
박계원,29.0,124.0,391.0,337.0,43.0,85.0,14.0,1.0,5.0,116.0,43.0,4.0,5.0,31.0,7.0,0.0,61.0,6.0,11.0,5.0,1999
박계원,30.0,109.0,258.0,232.0,30.0,46.0,6.0,1.0,3.0,63.0,32.0,7.0,3.0,17.0,3.0,0.0,42.0,7.0,4.0,2.0,2000
박계원,31.0,48.0,22.0,20.0,15.0,5.0,1.0,0.0,0.0,6.0,2.0,7.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,2001
박계원,32.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
박기혁,19.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2000
박기혁,20.0,47.0,61.0,56.0,10.0,8.0,3.0,0.0,1.0,14.0,7.0,2.0,1.0,3.0,0.0,0.0,11.0,1.0,1.0,1.0,2001
박기혁,21.0,66.0,146.0,136.0,15.0,33.0,6.0,0.0,0.0,39.0,8.0,6.0,2.0,9.0,0.0,0.0,38.0,6.0,1.0,0.0,2002
박기혁,22.0,95.0,321.0,281.0,34.0,69.0,10.0,2.0,4.0,95.0,32.0,7.0,4.0,20.0,2.0,0.0,42.0,9.0,16.0,2.0,2003
박기혁,23.0,131.0,386.0,340.0,35.0,69.0,7.0,2.0,6.0,98.0,35.0,11.0,4.0,30.0,3.0,0.0,75.0,8.0,12.0,1.0,2004
박기혁,24.0,114.0,382.0,335.0,44.0,93.0,13.0,3.0,3.0,121.0,27.0,8.0,3.0,36.0,1.0,0.0,61.0,5.0,9.0,1.0,2005
박기혁,25.0,117.0,371.0,310.0,26.0,78.0,14.0,0.0,0.0,92.0,25.0,8.0,8.0,33.0,3.0,0.0,53.0,7.0,25.0,0.0,2006
박기혁,26.0,108.0,320.0,266.0,26.0,59.0,8.0,1.0,1.0,72.0,24.0,5.0,4.0,34.0,3.0,0.0,44.0,5.0,13.0,4.0,2007
박기혁,27.0,113.0,404.0,351.0,47.0,102.0,13.0,1.0,1.0,120.0,36.0,16.0,7.0,40.0,2.0,0.0,47.0,6.0,8.0,3.0,2008
박기혁,28.0,109.0,346.0,299.0,32.0,65.0,10.0,1.0,0.0,77.0,21.0,7.0,6.0,28.0,1.0,0.0,61.0,13.0,14.0,4.0,2009
박기혁,29.0,48.0,166.0,153.0,10.0,33.0,3.0,0.0,0.0,36.0,13.0,2.0,0.0,6.0,1.0,0.0,18.0,5.0,5.0,1.0,2010
박기혁,32.0,31.0,70.0,60.0,4.0,12.0,2.0,0.0,0.0,14.0,9.0,1.0,3.0,9.0,0.0,0.0,11.0,3.0,1.0,0.0,2013
박기혁,33.0,22.0,63.0,51.0,8.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,1.0,10.0,0.0,0.0,11.0,1.0,2.0,0.0,2014
박기혁,34.0,126.0,350.0,300.0,27.0,84.0,13.0,1.0,1.0,102.0,30.0,3.0,0.0,30.0,3.0,0.0,84.0,10.0,16.0,1.0,2015
박기혁,35.0,117.0,348.0,308.0,36.0,84.0,13.0,0.0,2.0,103.0,34.0,0.0,2.0,27.0,1.0,0.0,53.0,8.0,10.0,2.0,2016
박기혁,36.0,97.0,263.0,235.0,22.0,56.0,11.0,1.0,2.0,75.0,18.0,2.0,1.0,16.0,2.0,0.0,51.0,9.0,7.0,3.0,2017
박기혁,37.0,98.0,196.0,173.0,17.0,37.0,6.0,0.0,1.0,46.0,15.0,1.0,0.0,13.0,2.0,0.0,50.0,8.0,5.0,3.0,2018
서한규,25.0,23.0,21.0,19.0,4.0,4.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1998
서한규,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
서한규,28.0,10.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2001
서한규,29.0,86.0,50.0,46.0,8.0,6.0,1.0,1.0,0.0,9.0,3.0,1.0,0.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,2002
서한규,30.0,35.0,18.0,16.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2003
서한규,31.0,72.0,41.0,31.0,9.0,6.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,4.0,0.0,0.0,7.0,1.0,5.0,1.0,2004
서한규,32.0,93.0,303.0,254.0,33.0,63.0,8.0,2.0,2.0,81.0,17.0,9.0,2.0,29.0,5.0,0.0,47.0,2.0,14.0,1.0,2005
서한규,33.0,88.0,244.0,200.0,28.0,50.0,4.0,1.0,1.0,59.0,14.0,8.0,1.0,22.0,3.0,1.0,35.0,3.0,18.0,1.0,2006
서한규,34.0,48.0,68.0,58.0,8.0,10.0,2.0,1.0,1.0,17.0,7.0,1.0,1.0,2.0,0.0,0.0,12.0,3.0,8.0,0.0,2007
신명철,23.0,28.0,35.0,33.0,6.0,5.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2001
신명철,24.0,81.0,134.0,127.0,12.0,26.0,4.0,2.0,2.0,40.0,10.0,7.0,8.0,4.0,0.0,0.0,35.0,0.0,2.0,1.0,2002
신명철,25.0,101.0,296.0,271.0,31.0,67.0,11.0,3.0,6.0,102.0,33.0,3.0,7.0,13.0,1.0,1.0,52.0,1.0,10.0,1.0,2003
신명철,26.0,54.0,157.0,140.0,18.0,37.0,6.0,2.0,0.0,47.0,9.0,6.0,2.0,11.0,1.0,0.0,31.0,3.0,5.0,0.0,2004
신명철,27.0,116.0,398.0,344.0,47.0,88.0,16.0,3.0,5.0,125.0,33.0,21.0,8.0,25.0,3.0,0.0,79.0,5.0,25.0,1.0,2005
신명철,28.0,73.0,185.0,166.0,14.0,29.0,6.0,1.0,0.0,37.0,9.0,5.0,1.0,8.0,0.0,0.0,40.0,2.0,10.0,1.0,2006
신명철,29.0,126.0,471.0,416.0,43.0,105.0,20.0,2.0,5.0,144.0,31.0,19.0,9.0,27.0,3.0,0.0,68.0,11.0,23.0,2.0,2007
신명철,30.0,97.0,278.0,244.0,29.0,45.0,8.0,0.0,1.0,56.0,17.0,9.0,1.0,19.0,2.0,0.0,32.0,7.0,7.0,6.0,2008
신명철,31.0,124.0,485.0,423.0,71.0,123.0,17.0,2.0,20.0,204.0,61.0,21.0,6.0,48.0,1.0,1.0,72.0,10.0,10.0,3.0,2009
신명철,32.0,125.0,476.0,397.0,56.0,111.0,22.0,1.0,9.0,162.0,57.0,20.0,9.0,56.0,4.0,2.0,82.0,14.0,13.0,6.0,2010
신명철,33.0,117.0,382.0,331.0,38.0,69.0,11.0,2.0,2.0,90.0,39.0,13.0,10.0,38.0,3.0,0.0,68.0,10.0,8.0,2.0,2011
신명철,34.0,44.0,112.0,100.0,9.0,21.0,2.0,1.0,2.0,31.0,7.0,1.0,2.0,8.0,0.0,0.0,18.0,2.0,4.0,0.0,2012
신명철,35.0,37.0,86.0,72.0,10.0,17.0,1.0,0.0,0.0,18.0,5.0,3.0,2.0,9.0,0.0,0.0,20.0,4.0,4.0,1.0,2013
신명철,37.0,89.0,168.0,134.0,12.0,28.0,2.0,2.0,2.0,40.0,18.0,1.0,0.0,27.0,0.0,2.0,37.0,5.0,6.0,1.0,2015
이광길,23.0,18.0,30.0,21.0,3.0,6.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,1.0,0.0,1990
이광길,24.0,69.0,193.0,167.0,16.0,32.0,3.0,1.0,1.0,40.0,10.0,5.0,1.0,20.0,4.0,0.0,29.0,7.0,2.0,0.0,1991
이광길,26.0,93.0,314.0,240.0,26.0,53.0,11.0,2.0,1.0,71.0,20.0,9.0,14.0,52.0,4.0,0.0,37.0,4.0,16.0,2.0,1992
오대석,22.0,72.0,307.0,258.0,48.0,73.0,15.0,1.0,4.0,102.0,30.0,14.0,1.0,37.0,3.0,1.0,33.0,3.0,4.0,4.0,1990
오대석,23.0,82.0,261.0,227.0,27.0,46.0,8.0,1.0,4.0,68.0,31.0,1.0,1.0,19.0,2.0,0.0,31.0,3.0,9.0,4.0,1991
정영기,26.0,75.0,270.0,246.0,27.0,56.0,5.0,1.0,1.0,66.0,23.0,6.0,6.0,21.0,0.0,0.0,32.0,3.0,2.0,1.0,1990
장성호,19.0,71.0,211.0,189.0,16.0,39.0,9.0,0.0,2.0,54.0,11.0,0.0,1.0,21.0,0.0,0.0,35.0,3.0,1.0,0.0,1996
장성호,20.0,103.0,334.0,314.0,36.0,84.0,14.0,1.0,4.0,112.0,35.0,2.0,2.0,13.0,4.0,0.0,46.0,7.0,3.0,0.0,1997
장성호,21.0,125.0,529.0,465.0,76.0,145.0,23.0,1.0,15.0,215.0,49.0,5.0,0.0,44.0,9.0,6.0,53.0,12.0,9.0,2.0,1998
장성호,22.0,129.0,559.0,485.0,110.0,166.0,32.0,1.0,24.0,272.0,62.0,5.0,3.0,61.0,8.0,2.0,71.0,9.0,0.0,5.0,1999
장성호,23.0,115.0,546.0,450.0,90.0,146.0,30.0,1.0,14.0,220.0,48.0,6.0,5.0,88.0,3.0,4.0,57.0,7.0,2.0,3.0,2000
장성호,24.0,133.0,591.0,489.0,86.0,152.0,32.0,4.0,23.0,261.0,97.0,6.0,4.0,90.0,6.0,5.0,53.0,11.0,3.0,3.0,2001
장성호,25.0,133.0,586.0,481.0,82.0,165.0,29.0,0.0,19.0,251.0,95.0,7.0,3.0,86.0,9.0,14.0,53.0,15.0,2.0,8.0,2002
장성호,26.0,130.0,571.0,476.0,93.0,150.0,36.0,2.0,21.0,253.0,105.0,13.0,4.0,84.0,3.0,7.0,52.0,7.0,3.0,5.0,2003
장성호,27.0,130.0,561.0,474.0,78.0,142.0,29.0,0.0,19.0,228.0,80.0,11.0,7.0,76.0,7.0,5.0,61.0,11.0,0.0,4.0,2004
장성호,28.0,123.0,533.0,464.0,70.0,139.0,23.0,1.0,16.0,212.0,74.0,4.0,1.0,61.0,3.0,10.0,48.0,12.0,1.0,4.0,2005
장성호,29.0,126.0,540.0,445.0,62.0,136.0,24.0,2.0,13.0,203.0,79.0,6.0,3.0,83.0,3.0,10.0,38.0,5.0,3.0,6.0,2006
장성호,30.0,116.0,464.0,395.0,55.0,111.0,22.0,0.0,11.0,166.0,62.0,9.0,4.0,63.0,3.0,3.0,30.0,10.0,0.0,3.0,2007
장성호,31.0,85.0,352.0,293.0,39.0,89.0,17.0,1.0,7.0,129.0,46.0,15.0,5.0,53.0,3.0,6.0,25.0,11.0,0.0,3.0,2008
장성호,32.0,88.0,312.0,271.0,39.0,77.0,11.0,3.0,7.0,115.0,39.0,7.0,5.0,40.0,1.0,0.0,42.0,8.0,0.0,0.0,2009
