batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year
박정음,28.0,81.0,162.0,140.0,26.0,34.0,4.0,1.0,2.0,46.0,15.0,3.0,4.0,9.0,8.0,0.0,39.0,0.0,4.0,1.0,2017
박정음,29.0,16.0,17.0,16.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2018
박정음,30.0,60.0,88.0,71.0,13.0,14.0,2.0,1.0,0.0,18.0,7.0,6.0,5.0,11.0,5.0,0.0,31.0,1.0,1.0,0.0,2019
박성민,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2016
이택근,23.0,101.0,243.0,212.0,26.0,59.0,11.0,0.0,4.0,82.0,17.0,2.0,3.0,11.0,13.0,0.0,35.0,3.0,6.0,1.0,2003
이택근,24.0,41.0,64.0,57.0,9.0,12.0,1.0,0.0,2.0,19.0,8.0,0.0,2.0,5.0,2.0,0.0,11.0,1.0,0.0,0.0,2004
이택근,25.0,71.0,169.0,139.0,20.0,46.0,9.0,0.0,2.0,61.0,14.0,2.0,1.0,19.0,8.0,0.0,22.0,1.0,3.0,0.0,2005
이택근,26.0,118.0,486.0,419.0,58.0,135.0,21.0,2.0,9.0,187.0,66.0,8.0,6.0,45.0,9.0,1.0,51.0,6.0,9.0,4.0,2006
이택근,27.0,116.0,495.0,438.0,74.0,137.0,15.0,1.0,11.0,187.0,56.0,6.0,1.0,39.0,11.0,5.0,41.0,10.0,5.0,2.0,2007
이택근,28.0,110.0,428.0,372.0,59.0,118.0,19.0,1.0,12.0,175.0,58.0,18.0,6.0,48.0,4.0,4.0,44.0,10.0,1.0,3.0,2008
이택근,29.0,123.0,538.0,456.0,84.0,142.0,26.0,0.0,15.0,213.0,66.0,43.0,8.0,64.0,13.0,5.0,59.0,13.0,1.0,4.0,2009
이택근,30.0,91.0,388.0,337.0,66.0,102.0,17.0,1.0,14.0,163.0,50.0,14.0,6.0,38.0,4.0,3.0,55.0,10.0,6.0,3.0,2010
이택근,31.0,85.0,368.0,317.0,44.0,94.0,17.0,0.0,4.0,123.0,29.0,10.0,6.0,40.0,3.0,1.0,45.0,9.0,5.0,3.0,2011
이택근,32.0,94.0,391.0,345.0,54.0,95.0,20.0,1.0,8.0,141.0,55.0,13.0,8.0,31.0,3.0,2.0,30.0,10.0,6.0,6.0,2012
이택근,33.0,123.0,536.0,477.0,73.0,137.0,31.0,1.0,9.0,197.0,66.0,29.0,8.0,39.0,7.0,1.0,58.0,15.0,6.0,7.0,2013
이택근,34.0,122.0,527.0,441.0,87.0,135.0,32.0,1.0,21.0,232.0,91.0,11.0,8.0,51.0,13.0,0.0,43.0,10.0,12.0,10.0,2014
이택근,35.0,105.0,401.0,347.0,61.0,113.0,16.0,1.0,10.0,161.0,44.0,11.0,6.0,44.0,3.0,4.0,53.0,8.0,3.0,4.0,2015
이택근,36.0,127.0,460.0,398.0,64.0,123.0,19.0,1.0,8.0,168.0,65.0,7.0,4.0,53.0,3.0,1.0,56.0,11.0,0.0,6.0,2016
이택근,37.0,100.0,269.0,241.0,27.0,67.0,15.0,1.0,3.0,93.0,29.0,0.0,0.0,25.0,1.0,1.0,58.0,9.0,1.0,1.0,2017
이택근,38.0,104.0,356.0,308.0,40.0,95.0,25.0,1.0,4.0,134.0,52.0,1.0,0.0,32.0,9.0,0.0,44.0,14.0,3.0,4.0,2018
허정협,25.0,4.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2015
허정협,26.0,13.0,20.0,17.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
허정협,27.0,83.0,266.0,228.0,35.0,54.0,9.0,0.0,9.0,90.0,39.0,1.0,2.0,24.0,12.0,1.0,73.0,2.0,1.0,1.0,2017
허정협,28.0,25.0,24.0,24.0,4.0,6.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2018
허정협,29.0,37.0,77.0,68.0,3.0,16.0,1.0,0.0,0.0,17.0,8.0,0.0,0.0,7.0,1.0,0.0,19.0,1.0,0.0,1.0,2019
김규민,24.0,14.0,23.0,21.0,5.0,5.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2017
김규민,25.0,104.0,336.0,298.0,47.0,88.0,9.0,2.0,3.0,110.0,40.0,8.0,4.0,27.0,6.0,0.0,89.0,3.0,1.0,4.0,2018
김규민,26.0,94.0,250.0,222.0,33.0,55.0,8.0,1.0,3.0,74.0,24.0,2.0,4.0,22.0,4.0,0.0,68.0,4.0,0.0,2.0,2019
샌즈,31.0,25.0,93.0,86.0,17.0,27.0,1.0,1.0,12.0,66.0,37.0,0.0,1.0,6.0,0.0,0.0,27.0,2.0,0.0,1.0,2018
샌즈,32.0,139.0,613.0,525.0,100.0,160.0,39.0,1.0,28.0,285.0,113.0,1.0,2.0,77.0,6.0,1.0,101.0,17.0,0.0,5.0,2019
이정후,19.0,144.0,622.0,552.0,111.0,179.0,29.0,8.0,2.0,230.0,47.0,12.0,4.0,60.0,6.0,2.0,67.0,9.0,2.0,2.0,2017
이정후,20.0,109.0,520.0,459.0,81.0,163.0,34.0,2.0,6.0,219.0,57.0,11.0,4.0,42.0,8.0,3.0,58.0,5.0,3.0,8.0,2018
이정후,21.0,140.0,630.0,574.0,91.0,193.0,31.0,10.0,6.0,262.0,68.0,13.0,7.0,45.0,4.0,0.0,40.0,15.0,3.0,4.0,2019
예진원,19.0,5.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
예진원,20.0,2.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2019
추재현,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
김강민,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
김강민,21.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003
김강민,22.0,23.0,29.0,25.0,4.0,3.0,1.0,0.0,1.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,7.0,1.0,1.0,0.0,2004
김강민,23.0,23.0,48.0,40.0,6.0,9.0,1.0,0.0,0.0,10.0,3.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,4.0,0.0,2005
김강민,24.0,96.0,166.0,145.0,20.0,40.0,9.0,1.0,1.0,54.0,14.0,8.0,5.0,14.0,1.0,1.0,30.0,3.0,5.0,1.0,2006
김강민,25.0,124.0,374.0,334.0,51.0,81.0,10.0,3.0,4.0,109.0,18.0,19.0,10.0,28.0,6.0,0.0,57.0,6.0,5.0,1.0,2007
김강민,26.0,106.0,295.0,258.0,38.0,70.0,16.0,3.0,3.0,101.0,32.0,16.0,8.0,26.0,6.0,0.0,46.0,2.0,5.0,0.0,2008
김강민,27.0,104.0,382.0,341.0,48.0,91.0,18.0,3.0,12.0,151.0,42.0,10.0,7.0,24.0,5.0,1.0,67.0,7.0,11.0,1.0,2009
김강민,28.0,115.0,450.0,401.0,74.0,127.0,19.0,2.0,10.0,180.0,72.0,23.0,9.0,33.0,2.0,0.0,51.0,5.0,11.0,3.0,2010
김강민,29.0,80.0,310.0,281.0,37.0,79.0,14.0,1.0,8.0,119.0,33.0,9.0,4.0,20.0,2.0,1.0,56.0,3.0,5.0,2.0,2011
김강민,30.0,123.0,474.0,427.0,49.0,116.0,20.0,0.0,5.0,151.0,31.0,11.0,10.0,29.0,4.0,0.0,72.0,7.0,11.0,3.0,2012
김강민,31.0,105.0,397.0,352.0,39.0,106.0,22.0,3.0,10.0,164.0,55.0,10.0,6.0,36.0,4.0,2.0,54.0,10.0,2.0,3.0,2013
김강민,32.0,113.0,483.0,430.0,86.0,130.0,29.0,3.0,16.0,213.0,82.0,32.0,5.0,43.0,4.0,0.0,91.0,12.0,2.0,4.0,2014
김강민,33.0,96.0,328.0,293.0,43.0,72.0,17.0,0.0,4.0,101.0,31.0,7.0,4.0,23.0,7.0,0.0,83.0,6.0,4.0,1.0,2015
김강민,34.0,115.0,422.0,366.0,59.0,109.0,21.0,0.0,10.0,160.0,47.0,12.0,5.0,32.0,12.0,2.0,89.0,5.0,10.0,2.0,2016
김강민,35.0,88.0,203.0,183.0,31.0,40.0,5.0,1.0,5.0,62.0,18.0,10.0,4.0,15.0,5.0,0.0,50.0,3.0,0.0,0.0,2017
김강민,36.0,80.0,267.0,235.0,40.0,70.0,14.0,0.0,14.0,126.0,46.0,10.0,6.0,22.0,5.0,0.0,57.0,1.0,5.0,0.0,2018
김강민,37.0,127.0,460.0,422.0,54.0,114.0,14.0,2.0,8.0,156.0,50.0,15.0,8.0,31.0,4.0,3.0,103.0,2.0,0.0,3.0,2019
임재현,28.0,6.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
정진기,19.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2011
정진기,20.0,14.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2012
정진기,21.0,4.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2013
정진기,25.0,90.0,212.0,197.0,37.0,46.0,5.0,1.0,11.0,86.0,35.0,4.0,0.0,9.0,4.0,0.0,55.0,1.0,2.0,0.0,2017
정진기,26.0,96.0,212.0,201.0,33.0,49.0,8.0,1.0,3.0,68.0,17.0,11.0,3.0,6.0,2.0,0.0,45.0,2.0,3.0,0.0,2018
정진기,27.0,13.0,17.0,16.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2019
노수광,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014
노수광,25.0,10.0,14.0,12.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
노수광,26.0,77.0,238.0,207.0,43.0,64.0,4.0,2.0,4.0,84.0,30.0,12.0,2.0,20.0,1.0,0.0,46.0,0.0,10.0,0.0,2016
노수광,27.0,131.0,425.0,382.0,72.0,109.0,18.0,3.0,6.0,151.0,39.0,16.0,9.0,25.0,9.0,2.0,84.0,3.0,4.0,5.0,2017
노수광,28.0,135.0,588.0,515.0,93.0,161.0,21.0,8.0,8.0,222.0,53.0,25.0,4.0,48.0,13.0,0.0,86.0,3.0,9.0,3.0,2018
노수광,29.0,117.0,445.0,388.0,69.0,97.0,16.0,1.0,2.0,121.0,28.0,27.0,10.0,46.0,2.0,0.0,68.0,1.0,9.0,0.0,2019
배영섭,24.0,11.0,26.0,24.0,5.0,7.0,2.0,0.0,0.0,9.0,3.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2010
배영섭,25.0,99.0,384.0,340.0,51.0,100.0,15.0,0.0,2.0,121.0,24.0,33.0,8.0,29.0,9.0,1.0,47.0,9.0,4.0,2.0,2011
배영섭,26.0,122.0,479.0,412.0,64.0,101.0,15.0,2.0,2.0,126.0,34.0,27.0,6.0,48.0,9.0,0.0,69.0,4.0,7.0,3.0,2012
배영섭,27.0,113.0,476.0,393.0,66.0,116.0,16.0,4.0,2.0,146.0,38.0,23.0,10.0,52.0,20.0,1.0,62.0,9.0,8.0,3.0,2013
배영섭,29.0,4.0,18.0,16.0,2.0,6.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2015
배영섭,30.0,93.0,381.0,323.0,53.0,86.0,17.0,0.0,4.0,115.0,22.0,5.0,8.0,51.0,5.0,0.0,42.0,10.0,1.0,1.0,2016
배영섭,31.0,92.0,244.0,218.0,39.0,66.0,11.0,1.0,6.0,97.0,26.0,1.0,0.0,19.0,3.0,1.0,44.0,5.0,3.0,1.0,2017
배영섭,32.0,69.0,168.0,147.0,15.0,36.0,6.0,0.0,0.0,42.0,13.0,1.0,0.0,16.0,3.0,2.0,35.0,2.0,2.0,0.0,2018
배영섭,33.0,30.0,80.0,71.0,5.0,16.0,1.0,0.0,0.0,17.0,7.0,2.0,0.0,6.0,2.0,0.0,15.0,0.0,0.0,1.0,2019
최민재,25.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
정의윤,19.0,106.0,340.0,314.0,41.0,76.0,10.0,3.0,8.0,116.0,42.0,3.0,1.0,17.0,4.0,0.0,69.0,6.0,3.0,2.0,2005
정의윤,20.0,82.0,258.0,239.0,28.0,62.0,8.0,1.0,6.0,90.0,26.0,1.0,0.0,13.0,5.0,0.0,39.0,7.0,1.0,0.0,2006
정의윤,21.0,88.0,208.0,193.0,22.0,54.0,8.0,1.0,3.0,73.0,20.0,2.0,2.0,11.0,0.0,3.0,22.0,7.0,2.0,2.0,2007
정의윤,22.0,38.0,90.0,78.0,8.0,15.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,8.0,3.0,1.0,13.0,3.0,1.0,0.0,2008
정의윤,25.0,93.0,272.0,242.0,13.0,62.0,9.0,0.0,0.0,71.0,23.0,3.0,2.0,17.0,4.0,1.0,32.0,7.0,6.0,3.0,2011
정의윤,26.0,81.0,256.0,233.0,19.0,66.0,18.0,1.0,2.0,92.0,27.0,2.0,2.0,13.0,3.0,1.0,34.0,4.0,3.0,4.0,2012
정의윤,27.0,116.0,405.0,367.0,42.0,100.0,15.0,5.0,5.0,140.0,47.0,5.0,4.0,26.0,8.0,2.0,45.0,10.0,1.0,3.0,2013
정의윤,28.0,97.0,292.0,261.0,29.0,69.0,14.0,0.0,7.0,104.0,38.0,5.0,4.0,21.0,5.0,1.0,40.0,9.0,2.0,3.0,2014
정의윤,29.0,91.0,297.0,259.0,38.0,83.0,14.0,0.0,14.0,139.0,51.0,5.0,0.0,26.0,9.0,0.0,46.0,6.0,0.0,3.0,2015
정의윤,30.0,144.0,616.0,576.0,68.0,179.0,32.0,1.0,27.0,294.0,100.0,2.0,3.0,25.0,10.0,3.0,76.0,15.0,0.0,5.0,2016
정의윤,31.0,112.0,381.0,349.0,44.0,112.0,16.0,0.0,15.0,173.0,45.0,0.0,1.0,19.0,9.0,0.0,61.0,11.0,0.0,4.0,2017
정의윤,32.0,73.0,239.0,217.0,27.0,59.0,9.0,0.0,11.0,101.0,38.0,1.0,1.0,19.0,2.0,1.0,29.0,8.0,0.0,1.0,2018
정의윤,33.0,110.0,419.0,380.0,44.0,107.0,24.0,0.0,13.0,170.0,59.0,0.0,0.0,30.0,6.0,1.0,60.0,9.0,0.0,2.0,2019
고종욱,22.0,54.0,111.0,105.0,12.0,26.0,5.0,4.0,1.0,42.0,9.0,7.0,6.0,5.0,0.0,0.0,26.0,0.0,0.0,1.0,2011
고종욱,25.0,8.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2014
고종욱,26.0,119.0,443.0,407.0,81.0,126.0,25.0,4.0,10.0,189.0,51.0,22.0,14.0,25.0,6.0,1.0,81.0,10.0,4.0,1.0,2015
고종욱,27.0,133.0,566.0,527.0,92.0,176.0,22.0,9.0,8.0,240.0,72.0,28.0,14.0,28.0,5.0,1.0,103.0,10.0,1.0,5.0,2016
고종욱,28.0,123.0,453.0,426.0,70.0,133.0,24.0,8.0,8.0,197.0,54.0,16.0,4.0,22.0,3.0,2.0,92.0,11.0,0.0,2.0,2017
고종욱,29.0,102.0,351.0,330.0,47.0,92.0,22.0,0.0,6.0,132.0,54.0,17.0,4.0,15.0,1.0,1.0,96.0,2.0,1.0,4.0,2018
고종욱,30.0,137.0,513.0,492.0,76.0,159.0,25.0,7.0,3.0,207.0,56.0,31.0,10.0,18.0,1.0,1.0,89.0,5.0,0.0,2.0,2019
오준혁,19.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2011
오준혁,20.0,10.0,16.0,15.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2012
오준혁,23.0,32.0,86.0,80.0,11.0,17.0,2.0,0.0,2.0,25.0,10.0,1.0,1.0,2.0,1.0,0.0,22.0,4.0,1.0,2.0,2015
오준혁,24.0,47.0,144.0,132.0,18.0,35.0,8.0,4.0,2.0,57.0,15.0,1.0,2.0,9.0,1.0,0.0,38.0,2.0,2.0,0.0,2016
오준혁,25.0,14.0,13.0,12.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2017
오준혁,26.0,30.0,50.0,44.0,6.0,6.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,3.0,1.0,0.0,11.0,1.0,1.0,1.0,2018
오준혁,27.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
윤정우,23.0,29.0,18.0,16.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,2011
윤정우,24.0,29.0,21.0,21.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2012
윤정우,28.0,46.0,82.0,67.0,20.0,20.0,5.0,0.0,2.0,31.0,13.0,6.0,1.0,5.0,7.0,0.0,15.0,2.0,2.0,1.0,2016
윤정우,30.0,22.0,43.0,40.0,6.0,10.0,2.0,0.0,1.0,15.0,2.0,2.0,1.0,2.0,1.0,0.0,7.0,4.0,0.0,0.0,2018
채현우,24.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
한동민,23.0,7.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2012
한동민,24.0,99.0,327.0,285.0,36.0,75.0,15.0,2.0,14.0,136.0,52.0,2.0,3.0,20.0,16.0,0.0,82.0,6.0,3.0,3.0,2013
한동민,25.0,67.0,163.0,143.0,17.0,36.0,10.0,3.0,3.0,61.0,24.0,0.0,0.0,11.0,5.0,0.0,53.0,1.0,2.0,2.0,2014
한동민,27.0,6.0,20.0,18.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2016
한동민,28.0,103.0,414.0,350.0,64.0,103.0,21.0,2.0,29.0,215.0,73.0,2.0,2.0,46.0,15.0,2.0,79.0,8.0,0.0,3.0,2017
한동민,29.0,136.0,562.0,486.0,97.0,138.0,31.0,0.0,41.0,292.0,115.0,4.0,2.0,52.0,16.0,3.0,124.0,10.0,0.0,8.0,2018
한동민,30.0,125.0,502.0,427.0,52.0,113.0,20.0,0.0,12.0,169.0,52.0,0.0,1.0,55.0,20.0,4.0,100.0,6.0,0.0,0.0,2019
김민재,18.0,16.0,16.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1991
김민재,19.0,82.0,100.0,96.0,11.0,17.0,2.0,1.0,0.0,21.0,3.0,0.0,1.0,2.0,1.0,0.0,18.0,1.0,1.0,0.0,1992
김민재,20.0,104.0,286.0,253.0,30.0,66.0,5.0,4.0,3.0,88.0,22.0,2.0,2.0,20.0,3.0,0.0,33.0,1.0,8.0,2.0,1993
김민재,21.0,98.0,283.0,248.0,27.0,61.0,9.0,3.0,3.0,85.0,30.0,7.0,4.0,20.0,5.0,0.0,35.0,7.0,6.0,4.0,1994
김민재,22.0,122.0,383.0,325.0,37.0,70.0,14.0,4.0,1.0,95.0,32.0,5.0,3.0,36.0,5.0,0.0,53.0,3.0,12.0,5.0,1995
김민재,23.0,115.0,350.0,302.0,33.0,73.0,11.0,3.0,4.0,102.0,31.0,6.0,6.0,27.0,4.0,2.0,41.0,3.0,14.0,3.0,1996
김민재,24.0,114.0,316.0,289.0,21.0,67.0,16.0,1.0,2.0,91.0,21.0,11.0,8.0,16.0,3.0,1.0,48.0,6.0,7.0,1.0,1997
김민재,25.0,120.0,367.0,323.0,36.0,77.0,16.0,2.0,5.0,112.0,43.0,13.0,10.0,24.0,9.0,2.0,51.0,7.0,7.0,4.0,1998
김민재,26.0,130.0,447.0,389.0,54.0,106.0,20.0,1.0,6.0,146.0,53.0,18.0,6.0,25.0,10.0,0.0,46.0,9.0,17.0,6.0,1999
김민재,27.0,133.0,437.0,382.0,47.0,95.0,10.0,3.0,3.0,120.0,33.0,14.0,9.0,36.0,6.0,2.0,50.0,8.0,11.0,2.0,2000
김민재,28.0,105.0,374.0,335.0,48.0,101.0,14.0,1.0,2.0,123.0,37.0,6.0,6.0,23.0,5.0,0.0,28.0,5.0,8.0,3.0,2001
김민재,29.0,131.0,548.0,488.0,51.0,126.0,21.0,3.0,12.0,189.0,50.0,15.0,10.0,26.0,11.0,0.0,45.0,13.0,19.0,4.0,2002
김민재,30.0,129.0,452.0,369.0,43.0,78.0,16.0,1.0,4.0,108.0,36.0,14.0,7.0,44.0,4.0,0.0,42.0,13.0,30.0,5.0,2003
김민재,31.0,129.0,489.0,435.0,57.0,113.0,13.0,1.0,4.0,140.0,40.0,11.0,3.0,23.0,4.0,0.0,42.0,11.0,22.0,5.0,2004
김민재,32.0,125.0,508.0,440.0,58.0,122.0,19.0,0.0,2.0,147.0,37.0,20.0,5.0,39.0,9.0,0.0,48.0,14.0,16.0,4.0,2005
김민재,33.0,121.0,428.0,375.0,41.0,79.0,17.0,0.0,5.0,111.0,27.0,11.0,3.0,31.0,4.0,0.0,54.0,18.0,17.0,1.0,2006
김민재,34.0,118.0,451.0,395.0,43.0,108.0,17.0,0.0,6.0,143.0,47.0,7.0,3.0,29.0,6.0,0.0,36.0,9.0,20.0,1.0,2007
김민재,35.0,114.0,397.0,357.0,26.0,86.0,13.0,0.0,5.0,114.0,35.0,13.0,3.0,30.0,2.0,1.0,37.0,6.0,7.0,1.0,2008
김민재,36.0,105.0,308.0,272.0,33.0,56.0,11.0,1.0,4.0,81.0,29.0,1.0,1.0,22.0,6.0,0.0,28.0,11.0,6.0,2.0,2009
나주환,19.0,96.0,118.0,99.0,21.0,15.0,1.0,2.0,0.0,20.0,3.0,1.0,0.0,12.0,3.0,0.0,29.0,5.0,4.0,0.0,2003
나주환,20.0,64.0,63.0,59.0,14.0,18.0,6.0,0.0,1.0,27.0,9.0,1.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,1.0,2004
나주환,21.0,99.0,200.0,174.0,21.0,47.0,9.0,0.0,1.0,59.0,19.0,8.0,3.0,10.0,4.0,0.0,36.0,5.0,10.0,2.0,2005
나주환,22.0,114.0,271.0,233.0,20.0,54.0,8.0,2.0,3.0,75.0,30.0,2.0,7.0,18.0,6.0,2.0,37.0,4.0,10.0,4.0,2006
나주환,23.0,117.0,331.0,284.0,30.0,69.0,13.0,2.0,2.0,92.0,27.0,3.0,4.0,22.0,4.0,0.0,42.0,6.0,15.0,6.0,2007
나주환,24.0,118.0,413.0,361.0,43.0,89.0,16.0,3.0,3.0,120.0,46.0,14.0,5.0,26.0,6.0,0.0,64.0,12.0,13.0,7.0,2008
나주환,25.0,118.0,454.0,382.0,60.0,110.0,13.0,0.0,15.0,168.0,65.0,21.0,9.0,41.0,7.0,0.0,74.0,8.0,20.0,4.0,2009
나주환,26.0,100.0,353.0,305.0,49.0,82.0,13.0,2.0,7.0,120.0,42.0,14.0,6.0,25.0,5.0,0.0,74.0,3.0,16.0,2.0,2010
나주환,29.0,15.0,24.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2013
나주환,30.0,127.0,478.0,422.0,64.0,115.0,25.0,0.0,7.0,161.0,51.0,10.0,3.0,36.0,3.0,0.0,101.0,8.0,14.0,3.0,2014
나주환,31.0,96.0,273.0,246.0,31.0,66.0,15.0,0.0,5.0,96.0,22.0,3.0,5.0,12.0,2.0,0.0,47.0,9.0,12.0,1.0,2015
나주환,32.0,24.0,65.0,57.0,13.0,22.0,2.0,0.0,5.0,39.0,12.0,0.0,4.0,2.0,3.0,0.0,6.0,4.0,3.0,0.0,2016
나주환,33.0,122.0,452.0,419.0,69.0,122.0,24.0,1.0,19.0,205.0,65.0,0.0,3.0,19.0,5.0,3.0,85.0,15.0,8.0,1.0,2017
나주환,34.0,119.0,420.0,362.0,54.0,95.0,24.0,0.0,12.0,155.0,56.0,5.0,6.0,38.0,5.0,0.0,66.0,2.0,13.0,2.0,2018
나주환,35.0,94.0,245.0,225.0,14.0,50.0,9.0,0.0,3.0,68.0,20.0,1.0,2.0,12.0,3.0,0.0,54.0,6.0,4.0,1.0,2019
최항,23.0,37.0,116.0,106.0,14.0,34.0,8.0,0.0,1.0,45.0,16.0,0.0,1.0,3.0,3.0,0.0,29.0,1.0,2.0,2.0,2017
최항,24.0,98.0,257.0,222.0,38.0,65.0,12.0,1.0,7.0,100.0,35.0,2.0,2.0,25.0,8.0,0.0,57.0,1.0,2.0,0.0,2018
최항,25.0,52.0,147.0,127.0,12.0,29.0,5.0,0.0,0.0,34.0,14.0,2.0,0.0,16.0,2.0,0.0,24.0,3.0,1.0,1.0,2019
유서준,20.0,17.0,13.0,12.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2015
유서준,21.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2016
정현,19.0,8.0,22.0,21.0,3.0,4.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2013
정현,20.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014
정현,23.0,124.0,399.0,350.0,45.0,105.0,20.0,3.0,6.0,149.0,42.0,4.0,2.0,18.0,22.0,0.0,70.0,14.0,6.0,3.0,2017
정현,24.0,65.0,132.0,117.0,16.0,31.0,7.0,0.0,2.0,44.0,9.0,3.0,0.0,9.0,0.0,0.0,28.0,3.0,6.0,0.0,2018
